,apt_code,apt_name,X_Coord,Y_Coord,Count,bjdCode,도시형 생활주택,아파트,연립주택,주상복합,codeHallNm,분양,사택임대,영구국민임대,hoCnt,Priv/Ho,kaptDongCnt,kaptTarea,age,Temp_avg,Temp_min,Temp_max,kaptdaCnt,privArea,pblntfPclnd,Elec,Result
8044,A15606004,본동신동아,126.7846712,37.64051754,2,1159010400,0,1,0,0,혼합식,1,0,0,765,80.25478431,9,85044,28,12.71666667,8.758333333,17.19166667,765,61394.91,5721000,552.0068683,5
8046,A64573105,진해시영,126.7438888,37.42927792,2,4812914400,0,1,0,0,계단식,1,0,0,460,49.79,10,29681.91,30,13.975,9.283333333,19.525,460,22903.4,764000,35.79304819,4
8047,A62183169,율하2차e편한세상,128.2178624,37.15675695,2,4825013100,0,1,0,0,계단식,1,0,0,999,84.88577878,12,143087.713,8,13.975,9.283333333,19.525,999,84800.893,1178000,664.2619514,0
8048,A70276123,복현명문세가2단지,127.1255516,37.39616421,2,2723011200,0,1,0,0,계단식,1,0,0,452,77.3204646,8,61910.44,10,13.375,8.508333333,18.88333333,452,34948.85,1722000,507.3336462,4
8049,A13527016,도곡개포한신아파트,127.2071471,36.88828446,1,1168011800,0,1,0,0,혼합식,1,0,0,620,65.42420968,8,62151.365,36,12.71666667,8.758333333,17.19166667,620,40563.01,16540000,563.5526021,5
8050,A44376010,광교에듀타운자이2단지,126.7735593,37.60397518,1,4111710300,0,1,0,0,계단식,1,0,0,522,117.2750383,6,109555.327,9,12.71666667,8.758333333,17.19166667,522,61217.57,3105000,732.2916716,0
8051,A20093101,청와아파트,126.5468031,33.47355572,2,4211011700,0,1,0,0,혼합식,1,0,0,260,56.80923077,2,19065.301,30,11.94166667,6.966666667,17.80833333,260,14770.4,775000,59.60186138,3
8053,A62683703,유승한내들,127.1399468,35.79439577,2,4833011400,0,1,0,0,계단식,1,0,0,542,84.9246,10,71707.3198,13,13.975,9.283333333,19.525,542,46029.1332,569600,441.6613549,1
8054,A57370101,은파롯데캐슬,127.0961191,37.74016922,1,4513014500,0,1,0,0,계단식,1,0,0,307,112.3861889,6,44332.37,14,13.56666667,9.275,18.74166667,307,34502.56,429300,934.1494032,1
8055,A33093004,봉명 청솔3차아파트,127.0410139,37.59523715,2,4413111300,0,1,0,0,복도식,1,0,0,1380,56.34,9,144812.63,20,12.63333333,7.8,18.24166667,1380,77749.2,989400,509.326977,5
8056,A53035006,근화황제,126.4636981,36.77320559,2,4611010200,0,1,0,0,계단식,1,0,0,233,81.27927039,2,23391.68,29,14.16666667,10.1,18.8,233,18938.07,280200,58.05440223,2
8057,A44774516,우경싸이트빌,127.0164388,37.61408154,2,4137010300,0,0,0,1,복도식,1,0,0,191,39.50921466,1,11234,16,12.71666667,8.758333333,17.19166667,191,7546.26,2642000,628.4450841,6
8059,A33094010,신방동 향촌현대아파트,127.0357964,37.61003115,1,4413111600,0,1,0,0,계단식,1,0,0,998,77.61537074,8,116110.225,24,12.63333333,7.8,18.24166667,998,77460.14,1372000,497.5637685,5
8060,A30279506,정림우성,127.0358364,37.73642313,1,3017010400,0,1,0,0,계단식,1,0,0,1980,86.75931515,24,237171.087,28,12.18333333,7.125,17.86666667,1980,171783.444,976000,435.7738548,4
8061,A63181402,혜창한마음,129.0760709,35.21376403,2,4812532025,0,1,0,0,혼합식,1,0,0,243,71.78148148,3,24309,27,13.975,9.283333333,19.525,243,17442.9,649300,77.41062744,3
8062,A15786312,염창극동상록수,126.7813692,37.69041302,1,1150010100,0,1,0,0,혼합식,1,0,0,256,73.70707031,2,34260.65,22,12.71666667,8.758333333,17.19166667,256,18869.01,5310000,548.3590996,4
8063,A39580502,신성단양미소지움,127.0484277,37.21433788,2,4380025025,0,1,0,0,계단식,1,0,0,311,85.87683923,5,39640.865,14,12.18333333,7.125,17.86666667,311,26707.697,201000,511.4649783,5
8064,A13078701,장안위더스빌,126.9264561,35.1901791,2,1123010600,0,0,0,1,계단식,1,0,0,157,93.85121019,3,42649.28,10,12.71666667,8.758333333,17.19166667,157,14734.64,4654000,739.9369784,0
8065,A41280201,관산유승,126.8066149,37.57344821,1,4128111800,0,1,0,0,계단식,1,0,0,218,82.79119266,4,29935.725,21,12.71666667,8.758333333,17.19166667,218,18048.48,1310000,497.7741293,4
8067,A53680902,해남명지,129.1649802,35.33322993,2,4682025021,0,1,0,0,계단식,1,0,0,230,73.61373913,1,22846.56,24,14.16666667,10.1,18.8,230,16931.16,339100,467.8468575,4
8068,A70383109,중리롯데캐슬,129.0929041,35.25269955,2,2717010500,0,1,0,0,계단식,1,0,0,1968,104.6182205,21,338759.086,12,13.375,8.508333333,18.88333333,1968,205888.658,1594000,535.7657977,1
8069,A48090209,송산팰리스아파트,127.4533309,37.28323362,1,4115010600,0,1,0,0,혼합식,1,0,0,835,55.95822754,11,72886.777,19,12.71666667,8.758333333,17.19166667,835,46725.12,1538000,555.6464506,5
8070,A60931002,구서유림노르웨이아침아파트,128.5413812,35.8110905,2,2641010700,0,0,0,1,혼합식,1,0,0,297,72.23654545,1,35337.226,17,13.975,9.283333333,19.525,297,21454.254,3589000,506.7864785,1
8071,A44175203,당수인정프린스,126.6620628,37.60613165,2,4111314100,0,1,0,0,계단식,1,0,0,481,73.56006237,7,54635.85,23,12.71666667,8.758333333,17.19166667,481,35382.39,1718000,554.713941,4
8072,A61996102,정관센트럴파크,126.8355163,37.63019797,2,2671025625,0,1,0,0,계단식,1,0,0,588,76.21387755,10,82638.85,12,13.975,9.283333333,19.525,588,44813.76,1118000,683.1038056,3
8073,A13070302,래미안용두1차,126.7919463,37.85916749,2,1123010200,0,1,0,0,복도식,0,1,0,210,39.94,1,20804.34,10,12.71666667,8.758333333,17.19166667,210,8387.4,4860000,732.7400823,5
8074,A30271401,샘머리2단지,127.0416876,37.68710403,2,3017011200,0,1,0,0,계단식,1,0,0,2200,84.945,22,272248.68,23,12.18333333,7.125,17.86666667,2200,186879,1687000,495.094295,0
8075,A15679106,흑석해가든,127.7521875,37.85149907,2,1159010500,0,0,0,1,혼합식,1,0,0,154,99.03662338,1,20044.16,11,12.71666667,8.758333333,17.19166667,154,15251.64,11330000,712.7018799,4
8076,A70130003,신서퀸덤,126.6877718,37.41628644,1,2714012400,0,1,0,0,계단식,1,0,0,419,91.12425346,5,65066.973,12,13.375,8.508333333,18.88333333,419,38181.0622,1547000,525.5416257,1
8077,A13122104,상봉태영데시앙,127.453675,37.29421356,2,1126010200,0,1,0,0,계단식,1,0,0,582,80.64953316,11,82567,18,12.71666667,8.758333333,17.19166667,582,46938.0283,3672000,608.0230704,5
8078,A44815008,엘지빌리지5차B단지,127.4583034,36.32605609,1,4146510500,0,1,0,0,계단식,1,0,0,556,153.6242338,8,131837.204,19,12.71666667,8.758333333,17.19166667,556,85415.074,3411000,456.7878089,1
8081,A15886510,신정학마을2단지,126.902077,37.52479012,2,1147010100,0,1,0,0,복도식,0,1,0,510,45.04741176,4,47600.53,21,12.71666667,8.758333333,17.19166667,510,22974.18,4165000,469.9182227,5
8082,A54085507,순천청솔2차아파트,129.0859723,35.25709042,2,4615031023,0,1,0,0,복도식,1,0,0,705,56.4,6,51795,20,14.16666667,10.1,18.8,705,39762,602800,419.8641081,1
8083,A14381513,광장청구,127.0919911,36.78545963,2,1121510400,0,1,0,0,혼합식,1,0,0,654,71.90984709,4,76231.22,25,12.71666667,8.758333333,17.19166667,654,47029.04,6844000,578.310024,1
8084,A60711002,명장삼성타운,128.6196803,35.86415791,2,2626010100,0,1,0,0,계단식,1,0,0,471,73.27802548,2,59751,25,13.975,9.283333333,19.525,471,34513.95,2559000,532.1882649,4
8085,A41273301,화정은빛마을11단지부영,126.7722316,37.75606986,2,4128112300,0,1,0,0,복도식,1,0,0,1350,55.2,11,117452.16,25,12.71666667,8.758333333,17.19166667,1350,74520,2381000,482.91216,4
8086,A41075901,밤가시건영7단지,127.4580568,36.98567084,1,4128510300,0,0,1,0,계단식,1,0,0,216,77.45111111,12,29256.37,25,12.71666667,8.758333333,17.19166667,216,16729.44,1790000,102.0774854,3
8087,A44170803,호매실삼익2차,127.1170827,36.9893941,2,4111313500,0,1,0,0,혼합식,1,0,0,354,71.95836158,2,42257.65,23,12.71666667,8.758333333,17.19166667,354,25473.26,1919000,507.0556242,4
8088,A22570203,횡성석미모닝파크,127.1316061,37.60851634,2,4273025021,0,1,0,0,계단식,1,0,0,258,80.41472868,5,32887.42,8,11.94166667,6.966666667,17.80833333,258,20747,338100,523.0532928,4
8089,A68338001,양정힐스테이트,127.0282773,37.55662679,2,3120012400,0,1,0,0,계단식,1,0,0,1443,76.60796466,16,188786.754,14,13.975,9.283333333,19.525,1443,110545.293,1162000,540.8669865,1
8090,A61778507,엄궁쌍용스윗닷홈,126.9466829,37.39218033,2,2653010800,0,1,0,0,계단식,1,0,0,607,72.84707463,8,77813.4,16,13.975,9.283333333,19.525,607,44218.1743,1548000,637.2582378,4
8091,A22009016,한신휴플러스2차아파트,126.8971501,37.7056929,1,4213010700,0,1,0,0,혼합식,1,0,0,478,81.35525732,6,72227.523,15,11.94166667,6.966666667,17.80833333,478,38887.813,784000,554.0841291,5
8092,A71275502,동산아파트,129.086563,35.11516898,1,4729012600,0,1,0,0,계단식,1,0,0,370,57.13621622,5,25446.33,30,13.375,8.508333333,18.88333333,370,21140.4,837000,25.89177594,3
8093,A40385804,청천대진,126.831022,37.51139479,2,2823710400,0,1,0,0,계단식,1,0,0,340,61.92264706,6,26611.72,36,12.71666667,8.758333333,17.19166667,340,21053.7,1613000,13.27104816,3
8094,A12111001,마포경남아너스빌,129.0872041,35.28031996,2,1144011100,0,1,0,0,계단식,1,0,0,160,84.95,2,22217.95,14,12.71666667,8.758333333,17.19166667,160,13592,6255000,607.0837809,0
8095,A50605008,대광로제비앙,127.1078736,37.35145415,2,2920010900,0,1,0,0,계단식,1,0,0,347,93.62355735,4,53863.633,14,14.16666667,10.1,18.8,347,32487.3744,801300,557.4183484,1
8096,A67680102,함양한주,129.1010122,35.13856998,2,4887025024,0,1,0,0,계단식,1,0,0,451,72.29498891,5,43038,24,13.975,9.283333333,19.525,451,32605.04,452000,519.479606,4
8097,A24005001,묵호LH아파트,129.0235485,35.16224172,2,4217012300,0,1,0,0,계단식,0,1,0,341,54.40005865,6,25224.77,15,13.80833333,9.908333333,18.05,341,18550.42,116900,494.7644492,4
8098,A47289203,오남일신건영휴먼빌,126.8730623,35.18050836,2,4136026223,0,1,0,0,계단식,1,0,0,218,73.66954128,3,24136.1,18,12.71666667,8.758333333,17.19166667,218,16059.96,1023000,552.3961558,1
8099,A12009102,홍제현대아파트,127.0795263,37.27957892,2,1141011100,0,1,0,0,계단식,1,0,0,704,89.69079545,8,86368.43,29,12.71666667,8.758333333,17.19166667,704,63142.32,5999000,467.2142973,5
8100,A13788003,서초삼성래미안,126.7588398,37.49985703,2,1165010800,0,1,0,0,계단식,1,0,0,299,107.6589632,3,57725.97,20,12.71666667,8.758333333,17.19166667,299,32190.03,10890000,566.6358367,1
8101,A13883601,잠실한양3차,126.7617701,37.68376667,1,1171011100,0,1,0,0,계단식,1,0,0,252,117.3644444,3,36811.52,36,12.71666667,8.758333333,17.19166667,252,29575.84,9300000,477.0676364,4
8102,A41183808,문촌마을5단지쌍용한일,126.894603,37.49164502,1,4128710200,0,1,0,0,계단식,1,0,0,432,126.7207407,8,77305.852,27,12.71666667,8.758333333,17.19166667,432,54743.36,2610000,444.6302407,5
8103,A60780103,낙민한신아파트,127.923104,37.33658657,2,2626010400,0,1,0,0,계단식,1,0,0,436,74.46949541,3,56549.026,22,13.975,9.283333333,19.525,436,32468.7,1829000,520.8222971,4
8104,A41506003,장기이지더원,127.427749,36.34680664,1,4157010400,0,1,0,0,계단식,1,0,0,290,84.4385,5,43550.614,13,12.71666667,8.758333333,17.19166667,290,24487.165,2918000,686.5373145,4
8105,A43072203,박달벽산,126.8160379,35.20054513,1,4117110300,0,1,0,0,계단식,1,0,0,386,75.01552332,6,44953.15,25,12.71666667,8.758333333,17.19166667,386,28955.992,2598000,555.5846322,4
8106,A41033010,숲속마을2단지 아파트,127.1473949,37.54648947,1,4128510700,0,1,0,0,계단식,1,0,0,888,83.09030405,10,107356,15,12.71666667,8.758333333,17.19166667,888,73784.19,1920000,501.4517112,0
8107,A43183302,호계아크로리버,127.129995,35.78797782,2,4117310400,0,0,0,1,혼합식,1,0,0,210,105.6892562,2,48973.549,14,12.71666667,8.758333333,17.19166667,210,22194.7438,3535000,722.7483743,1
8108,A42514001,선부휴먼빌,127.2920983,37.39806657,1,4127310900,0,0,0,1,계단식,1,0,0,224,84.70396429,1,36527.661,16,12.71666667,8.758333333,17.19166667,224,18973.688,2592000,623.6992513,1
8109,A22080006,문막신한아파트,127.0380286,37.73852174,2,4213025026,0,1,0,0,계단식,1,0,0,410,59.946,5,31885.44,24,11.94166667,6.966666667,17.80833333,410,24577.86,596300,485.0578936,5
8110,A15805303,목동롯데캐슬위너,129.359466,35.59221845,2,1147010200,0,1,0,0,계단식,1,0,0,1067,92.0652671,13,170280.172,16,12.71666667,8.758333333,17.19166667,1067,98233.64,6850000,583.1652875,1
8111,A41279904,은평뉴타운상림마을6단지,126.9734716,35.95756791,2,1138011400,0,1,0,0,혼합식,1,0,0,379,71.1923219,7,53594.95,13,12.71666667,8.758333333,17.19166667,379,26981.89,5009000,613.0201035,5
8112,A13580001,개포현대3차,128.5489861,35.9478305,2,1168010300,0,1,0,0,계단식,1,0,0,198,136.5109091,5,33306.442,35,12.71666667,8.758333333,17.19166667,198,27029.16,16700000,419.0150286,4
8113,A42987415,대야우성2단지,127.0706506,37.63320492,2,4139010100,0,1,0,0,혼합식,1,0,0,541,53.1881146,5,45733,26,12.71666667,8.758333333,17.19166667,541,28774.77,2078000,604.0667745,4
8114,A14281701,현대성우,126.5452975,33.50634437,2,1130510100,0,0,0,1,혼합식,1,0,0,216,69.13888889,2,33286.54,23,12.71666667,8.758333333,17.19166667,216,14934,4471000,1499.413419,5
8115,A70492603,용산영남타운,127.1516415,37.42966615,2,2729011100,0,1,0,0,혼합식,1,0,0,352,66.06272727,3,36478.91,23,13.375,8.508333333,18.88333333,352,23254.08,1910000,504.9386316,1
8116,A13676102,석관래미안제2임대,127.1057206,37.26244491,2,1129013900,0,1,0,0,복도식,0,1,0,80,30.001875,1,6733.1,12,12.71666667,8.758333333,17.19166667,80,2400.15,3836000,783.4607212,4
8117,A69993601,서귀포대정휴먼시아,126.7510034,37.51251149,2,5013025022,0,1,0,0,복도식,0,1,0,327,43.69174312,9,21124.567,11,16.75833333,13.96666667,19.95,327,14287.2,299000,679.1678624,1
8118,A44376009,광교자연앤힐스테이트,127.1008488,36.99924076,1,4111710300,0,1,0,0,계단식,1,0,0,1764,84.48606576,18,279159.859,9,12.71666667,8.758333333,17.19166667,1764,149033.42,3525000,700.8868637,0
8119,A42204006,송내자이,126.8517334,37.51241832,1,4119011400,0,1,0,0,계단식,1,0,0,436,92.78731651,9,74286.8572,12,12.71666667,8.758333333,17.19166667,436,40455.27,2410000,842.561927,1
8120,A61382802,광안현대하이페리온,127.1405564,37.47539843,2,2650010300,0,1,0,0,계단식,1,0,0,265,153.51066,5,59664.324,14,13.975,9.283333333,19.525,265,40680.3249,2161000,527.086232,1
8121,A56590203,금강고려사원,127.3973363,36.3079223,2,4571025325,0,1,0,0,복도식,0,1,0,290,39.90557241,3,15016.68,26,13.56666667,9.275,18.74166667,275,11572.616,150500,274.4871312,4
8122,A42987813,은행4차푸르지오,126.673958,37.42313172,1,4139010600,0,1,0,0,계단식,1,0,0,1216,88.84668257,16,167996,17,12.71666667,8.758333333,17.19166667,1216,108037.566,2121000,554.2449173,1
8123,A44085102,파장삼익,128.059691,35.16985086,2,4111112900,0,1,0,0,복도식,1,0,0,220,83.34809091,2,20351.12,43,12.71666667,8.758333333,17.19166667,220,18336.58,2075000,406.9422615,4
8125,A65680604,거제더샵아파트,126.8924932,37.46055737,2,4831011300,0,1,0,0,계단식,1,0,0,473,119.1876524,5,94964.3937,12,13.975,9.283333333,19.525,473,56375.7596,872500,635.6642806,0
8126,A30277604,향촌현대아파트,128.6111876,36.8107732,1,3017011200,0,1,0,0,혼합식,1,0,0,1650,77.52872727,19,178345.035,26,12.18333333,7.125,17.86666667,1650,127922.4,1795000,444.6112513,5
8127,A22093105,개운현대아파트,126.8551278,37.55417192,2,4213010500,0,1,0,0,혼합식,1,0,0,406,61.51291133,3,39095.808,23,11.94166667,6.966666667,17.80833333,406,24974.242,771300,455.632881,3
8128,A41576307,마송휴먼시아9단지,127.1359208,37.61093099,1,4157025022,0,1,0,0,혼합식,0,1,0,951,46.02672976,11,78536.168,11,12.71666667,8.758333333,17.19166667,951,43771.42,1245000,604.7125994,4
8129,A54570110,태완노블리안,127.0765554,37.57486645,2,4623010600,0,1,0,0,계단식,1,0,0,249,84.94601325,3,33417.415,10,14.16666667,10.1,18.8,249,21151.5573,520200,601.4091848,1
8131,A48271912,양주푸르지오,129.1911654,35.8415229,1,4163011600,0,1,0,0,계단식,1,0,0,498,89.60378434,8,66659.141,15,12.71666667,8.758333333,17.19166667,498,44622.6846,903000,558.4553064,4
8132,A14003106,이촌강촌아파트,127.1927452,37.89727645,1,1117012900,0,1,0,0,혼합식,1,0,0,1001,86.67537463,9,136080.666,23,12.71666667,8.758333333,17.19166667,1001,86762.05,12800000,550.2338282,0
8133,A50681001,신촌동중도다이아빌,127.7124318,37.84037684,1,2920010400,0,1,0,0,계단식,1,0,0,216,69.76495694,1,24873.866,18,14.16666667,10.1,18.8,216,15069.2307,749700,520.0230626,1
8134,A15785612,방화6단지,129.179731,35.41554402,1,1150010900,0,1,0,0,복도식,0,1,0,1000,29.62504,4,45091.8,27,12.71666667,8.758333333,17.19166667,1000,29625.04,4792000,75.51275318,3
8135,A13614302,장위참누리,127.0561834,37.2428923,1,1129013800,0,1,0,0,계단식,1,0,0,373,80.34412869,7,54061.52,15,12.71666667,8.758333333,17.19166667,373,29968.36,3870000,603.3570211,1
8136,A40277906,주안신동아4차아파트,126.76884,37.51246128,1,2817710300,0,1,0,0,혼합식,1,0,0,630,76.04047619,6,58655.72,31,12.71666667,8.758333333,17.19166667,630,47905.5,1835000,424.9297541,4
8137,A46971605,두풍리치빌,129.3506487,35.64306409,2,4167010900,0,1,0,0,계단식,1,0,0,280,84.7637,4,32227.32,18,12.71666667,8.758333333,17.19166667,280,23733.836,631600,506.9789042,1
8138,A22073805,원주무실부영,126.8582298,35.14632604,2,4213011500,0,1,0,0,계단식,1,0,0,639,71.77687809,10,84572.856,9,11.94166667,6.966666667,17.80833333,639,45865.4251,994300,545.6427133,5
8139,A62180708,협성팔레스타운,126.9097943,37.41866796,2,4825025026,0,1,0,0,계단식,1,0,0,465,64.13645161,5,45914,20,13.975,9.283333333,19.525,465,29823.45,331600,491.188729,4
8140,A60782205,한진타운아파트,126.8762568,35.18430208,2,2626010600,0,1,0,0,혼합식,1,0,0,499,61.94236473,5,51160.008,25,13.975,9.283333333,19.525,499,30909.24,2125000,422.6973903,4
8141,A47174320,인창주공2단지,128.1181386,36.13246927,1,4131010300,0,1,0,0,혼합식,1,0,0,1229,74.0070057,13,136183.906,24,12.71666667,8.758333333,17.19166667,1229,90954.61,2515000,529.6866939,1
8142,A68080808,협성현대,126.7657756,37.51057482,2,3114010100,0,1,0,0,혼합식,1,0,0,180,80.91333333,1,19195.2,32,13.975,9.283333333,19.525,180,14564.4,1474000,431.5250027,4
8144,A15083701,신길삼두,127.0893333,37.7443085,2,1156013200,0,1,0,0,복도식,1,0,0,160,45.8325,1,10684,34,12.71666667,8.758333333,17.19166667,160,7333.2,3898000,513.7993418,1
8145,A48074005,삼도세라믹아파트,128.3360813,36.14257181,2,4115010400,0,1,0,0,혼합식,1,0,0,480,59.5034375,4,47378,28,12.71666667,8.758333333,17.19166667,480,28561.65,1851000,560.5037699,4
8146,A44970501,용인김량장주공2단지,127.5289584,34.94745015,1,4146110100,0,1,0,0,복도식,0,1,0,495,44.32939394,6,40954.56,23,12.71666667,8.758333333,17.19166667,495,21943.05,1940000,617.9630908,4
8147,A78095512,삼익세라믹아파트,128.7088722,35.13985589,2,4713012400,0,1,0,0,혼합식,1,0,0,298,78.31040268,2,29594.1,29,13.375,8.508333333,18.88333333,298,23336.5,477700,456.5912448,1
8148,A30172204,대전센트럴자이2단지,126.9590354,35.96177753,2,3014010500,0,1,0,0,혼합식,1,0,0,278,55.73051223,5,37399.676,8,12.18333333,7.125,17.86666667,278,15493.0824,1601000,663.6043365,4
8149,A20082401,해강아파트,126.6384605,37.4471793,2,4211025022,0,1,0,0,혼합식,1,0,0,424,51.42792453,2,35399.38,24,11.94166667,6.966666667,17.80833333,424,21805.44,220000,526.5866759,3
8150,A36970201,음성대소사랑으로부영,129.1769428,35.17831393,2,4377034032,0,1,0,0,계단식,1,0,0,392,84.8029,9,56346.6,15,12.18333333,7.125,17.86666667,392,33242.7368,349000,518.4029904,1
8151,A64175107,남양성원1차아파트,126.7688922,37.67582909,2,4812313300,0,1,0,0,계단식,1,0,0,1350,89.92022222,14,146528.59,30,13.975,9.283333333,19.525,1350,121392.3,1198000,439.5661868,4
8152,A13285401,브라운스톤 방학아파트,127.230223,37.24671432,2,1132010600,0,1,0,0,계단식,1,0,0,174,84.91057471,3,24189.71,18,12.71666667,8.758333333,17.19166667,174,14774.44,2898000,568.081317,0
8153,A33175906,계룡푸른마을,127.6935796,34.93603479,2,4413310700,0,1,0,0,계단식,1,0,0,416,68.75021635,4,39200,25,12.63333333,7.8,18.24166667,416,28600.09,1178000,534.8707877,5
8154,A53039006,하당동아,129.2848366,35.41246102,2,4611015800,0,1,0,0,계단식,1,0,0,840,75.43380952,8,82846.389,26,14.16666667,10.1,18.8,840,63364.4,479300,486.6960259,5
8155,A22012001,두진백로아파트,129.3236386,35.52515532,2,4213011200,0,1,0,0,복도식,1,0,0,563,34.22738899,2,29497.14,22,11.94166667,6.966666667,17.80833333,563,19270.02,620500,465.4778424,5
8156,A68350007,삼성코아루,126.5507559,36.71079947,2,3120010800,0,1,0,0,계단식,1,0,0,1522,82.67773719,19,195209.628,16,13.975,9.283333333,19.525,1522,125835.516,973100,526.7362508,1
8157,A44878309,수지현대아파트,127.7144884,34.96688303,1,4146510100,0,1,0,0,혼합식,1,0,0,1168,78.85109589,12,118934.229,27,12.71666667,8.758333333,17.19166667,1168,92098.08,3366000,499.8186471,1
8159,A56179721,송천아이파크5단지,127.7180996,34.96637965,2,4511312100,0,1,0,0,계단식,1,0,0,478,134.4735285,9,104431.274,12,13.56666667,9.275,18.74166667,478,64278.3466,698300,615.2511889,4
8160,A15602002,보라매코오롱하늘채,126.9193169,37.12957156,2,1159010800,0,1,0,0,계단식,1,0,0,200,84.6979,2,27271,16,12.71666667,8.758333333,17.19166667,200,16939.58,6680000,621.3229116,1
8161,A54000306,대주파크빌,127.0847403,37.79604972,2,4615011400,0,1,0,0,계단식,1,0,0,443,84.49392777,6,57344.69,23,14.16666667,10.1,18.8,443,37430.81,678700,522.8677035,0
8162,A45073808,태산신그린,126.9405774,37.54802923,1,4122011800,0,1,0,0,계단식,1,0,0,264,59.91,3,24735.39,26,12.71666667,8.758333333,17.19166667,264,15816.24,1113000,496.4635505,5
8163,A42081207,한아름1차 아파트,127.4070006,36.32005202,1,4119010900,0,1,0,0,혼합식,1,0,0,1236,77.80699029,15,134143.526,28,12.71666667,8.758333333,17.19166667,1236,96169.44,3245000,525.0938015,5
8164,A46472212,초월벽산블루밍,126.9100109,35.14067325,1,4161025323,0,1,0,0,계단식,1,0,0,516,84.944,8,66777.72,17,12.71666667,8.758333333,17.19166667,516,43831.104,1444000,542.3456613,1
8165,A42081304,상동반달마을건영,127.1163508,37.32478743,1,4119010900,0,1,0,0,복도식,1,0,0,912,56.78368421,8,66972.33,28,12.71666667,8.758333333,17.19166667,912,51786.72,3180000,528.8997997,4
8166,A33985301,연기 성호늘푸른아파트,127.075695,37.83337802,2,3611037022,0,1,0,0,복도식,1,0,0,197,58.84994924,1,19219.36,24,12.63333333,7.8,18.24166667,197,11593.44,325800,530.3998066,1
8167,A70479211,대곡강산타운,128.8746365,35.22285295,2,2729011600,0,1,0,0,계단식,1,0,0,1480,113.5040541,14,247932.622,24,13.375,8.508333333,18.88333333,1480,167986,1965000,404.4445023,0
8168,A41282503,행신무원마을8단지신안,128.692808,34.8872829,2,4128112800,0,1,0,0,계단식,1,0,0,328,118.5319512,3,54299.19,27,12.71666667,8.758333333,17.19166667,328,38878.48,2220000,425.1138205,5
8169,A44816008,꽃메마을현대홈타운4-4,128.068656,35.18003771,2,4146510200,0,1,0,0,계단식,1,0,0,342,84.9959,5,48263.69,17,12.71666667,8.758333333,17.19166667,342,29068.5978,3146000,602.1506938,1
8170,A64533001,벽산e-솔렌스힐,126.883456,37.51790278,2,4812914500,0,1,0,0,혼합식,1,0,0,282,108.3762255,5,48388.304,13,13.975,9.283333333,19.525,282,30562.0956,1110000,508.2472268,4
8171,A67680103,교산휴먼시아,126.8481695,37.49711908,2,4887025024,0,1,0,0,복도식,0,0,1,467,41.51417559,6,32651.12,11,13.975,9.283333333,19.525,467,19387.12,385500,497.4658433,4
8172,A68330008,울산화봉2,126.8750264,35.13786701,1,3120012500,0,1,0,0,복도식,0,1,0,753,48.14915007,13,62906.758,12,13.975,9.283333333,19.525,753,36256.31,1495000,458.3178533,4
8173,A50682013,라인5차,126.7089268,37.72662681,2,2920011500,0,1,0,0,계단식,1,0,0,327,94.89333333,4,45029,24,14.16666667,10.1,18.8,327,31030.12,911400,483.6214727,1
8174,A60675701,대동대교아파트,126.8901523,37.50578585,2,2620010300,0,1,0,0,계단식,1,0,0,462,83.66714286,4,56483,41,13.975,9.283333333,19.525,462,38654.22,1952000,105.3186215,3
8175,A68122005,남운럭키,128.6061464,35.85400642,2,3111010300,0,1,0,0,혼합식,1,0,0,495,77.83666667,4,49149.2337,32,13.975,9.283333333,19.525,495,38529.15,1427000,415.1215378,1
8176,A14320002,구의대림아크로리버,128.3309129,36.14449244,1,1121510300,0,0,0,1,계단식,1,0,0,220,146.2590345,2,54977.28,17,12.71666667,8.758333333,17.19166667,220,32176.9876,8404000,774.9368786,0
8177,A57076219,영등우남그랜드타운,127.5155665,34.96066447,1,4514012200,0,1,0,0,계단식,1,0,0,1110,65.19567568,6,94755,22,13.56666667,9.275,18.74166667,1110,72367.2,640300,531.5155208,0
8178,A54075901,연향주공,126.9689872,37.38529181,2,4615011400,0,1,0,0,복도식,0,1,0,383,46.39720627,4,30303.269,15,14.16666667,10.1,18.8,383,17770.13,650900,638.3510794,1
8179,A61275702,해운대대림3차아파트,126.871397,35.14000225,2,2635010700,0,1,0,0,계단식,1,0,0,477,89.54928721,6,60981,24,13.975,9.283333333,19.525,477,42715.01,2209000,393.9521513,5
8180,A70685005,황금제3주공아파트,126.8721745,35.19994077,1,2726010700,0,1,0,0,복도식,0,1,0,978,27.1241411,6,42718,29,13.375,8.508333333,18.88333333,978,26527.41,2947000,109.1008319,3
8181,A78006001,우방명사마을,128.9945521,35.10029818,2,4713010200,0,1,0,0,계단식,1,0,0,260,144.4855385,10,42681,19,13.375,8.508333333,18.88333333,260,37566.24,721800,378.3245941,0
8182,A71270301,중방e편한세상2단지,127.0954769,37.60376396,2,4729011700,0,1,0,0,계단식,1,0,0,463,99.3347581,6,81877.58,11,13.375,8.508333333,18.88333333,463,45991.993,1615000,710.974698,4
8183,A68280109,현대하이야트1차,126.8377854,35.21673026,2,3117010700,0,1,0,0,계단식,1,0,0,298,77.11781879,2,28829.7,30,13.975,9.283333333,19.525,298,22981.11,289000,62.49730757,4
